783c06f2-e102-4808-8e73-a9d16127aa8d,4ec25d83-8a9e-4e9e-bb93-4a40bdb29465,a845737f-6e23-462b-9ecd-9b8d862b8ba6,21.95,2025-01-21,BANK_TRANSFER
88e24289-ed32-4fff-b409-41fb4df95f29,5f1cb9c2-694d-4dfd-b8cc-cbe12f371e46,04ecb696-f74e-4edc-9387-8942e21a98bd,11.42,2025-04-18,CASH
fa966fee-5389-4bbe-826d-4a249d8872b2,62eec890-e55b-4ec9-a44a-4ffe8193e024,a845737f-6e23-462b-9ecd-9b8d862b8ba6,17.42,2025-02-22,BANK_TRANSFER
ee702cdd-d882-4d38-8062-3970f5266fd9,c65383ff-72cb-4eb4-9e5b-bf94f391d26d,8028db6c-ed24-43f3-b0e5-87711a70a467,11.43,2025-03-13,BANK_TRANSFER
7a634ae8-49a5-455f-b774-1f7e489064ed,7dbed039-ee00-4f6f-8343-5fe3e4068cb7,a845737f-6e23-462b-9ecd-9b8d862b8ba6,12.24,2025-02-23,BANK_TRANSFER
1cd5f305-717c-4b23-bab1-c669ffdc1aef,23f0351c-77d0-4c72-91f4-e0d620ec0301,04ecb696-f74e-4edc-9387-8942e21a98bd,26.33,2025-04-22,BANK_TRANSFER
f9266a38-9cf2-415a-9ef0-0565ea90b840,8554ea20-b476-4b1a-8cf8-667c1dec01d1,04ecb696-f74e-4edc-9387-8942e21a98bd,22.22,2025-03-11,PAYPAL
fdaf883b-3ab0-45af-ac8a-da32065b6666,16a62511-933e-43d2-b401-ced2b0044807,a845737f-6e23-462b-9ecd-9b8d862b8ba6,20.38,2025-05-05,PAYPAL
606af0db-a76f-4db9-8992-9324bf2cf424,d1f8272f-096e-40ab-b3fb-1a20b9890674,a845737f-6e23-462b-9ecd-9b8d862b8ba6,19.23,2025-02-05,CARD
80d14ca9-c8b5-4aed-ad3f-77884647952a,89809e0c-a2a8-4469-8628-471a816ac23d,8028db6c-ed24-43f3-b0e5-87711a70a467,8.19,2025-04-27,CARD
5fac3042-37bd-4c39-be63-0479739b28c7,09fa72a5-19d7-4164-952e-5830a58510ea,a845737f-6e23-462b-9ecd-9b8d862b8ba6,25.18,2025-04-21,CASH
68e73cfa-6588-4206-a9ba-ff88c8ec2234,51ef7d92-c20d-4eb1-9049-8796ea633ef3,8028db6c-ed24-43f3-b0e5-87711a70a467,22.4,2025-02-27,PAYPAL
4c853346-f462-4643-abdc-17cc38e8214b,3d982932-59c0-4b9a-a6d1-fe265eafa6b2,04ecb696-f74e-4edc-9387-8942e21a98bd,20.78,2025-03-26,BANK_TRANSFER
f2717c00-2854-4e6c-81a0-9725313aaaf8,346e446f-fd13-4336-85f7-640882e9c09c,a845737f-6e23-462b-9ecd-9b8d862b8ba6,28.63,2025-03-19,CASH
df205c3e-e49c-4afb-b721-6b802254a45e,dfb2a010-3d8f-40c7-ba89-9263adb24004,a845737f-6e23-462b-9ecd-9b8d862b8ba6,21.4,2025-02-17,CASH
2bac409f-ec7a-412b-b4af-92214a1a8cf0,a2b6c2f3-9c7a-48aa-bf30-57bd913a1db1,a845737f-6e23-462b-9ecd-9b8d862b8ba6,16.07,2025-02-07,CARD
050fbdb6-6b2f-47a9-b40c-c569e9f1ec50,29a79ccf-85e7-4c9c-8f04-82573ddd2d08,a845737f-6e23-462b-9ecd-9b8d862b8ba6,22.88,2025-01-28,BANK_TRANSFER
01a39583-440b-420d-b59e-eb11c6ac7491,32080325-4a83-4ebf-a746-81d515708fed,a845737f-6e23-462b-9ecd-9b8d862b8ba6,20.39,2025-01-21,BANK_TRANSFER
92e8faf8-ad9a-4fad-9235-2b2d7ea00893,ee9ad7df-6735-4076-9002-6b20ead1eac7,8028db6c-ed24-43f3-b0e5-87711a70a467,15.45,2025-03-15,CASH
82ae3fda-1fbf-4041-be13-a62410354f77,fee7e044-c6a1-462b-ab15-00f9443821ba,04ecb696-f74e-4edc-9387-8942e21a98bd,13.78,2025-03-19,CASH
6c08ee64-d997-409a-850a-1b82d3ba3b5f,a49c43a4-ec76-45d9-83ce-904a4eb104f5,a845737f-6e23-462b-9ecd-9b8d862b8ba6,19.25,2025-01-28,BANK_TRANSFER
ec108bf0-cac3-4a6e-a345-05b0de626281,4e624bd2-926a-4683-b80d-ea0849598dc6,04ecb696-f74e-4edc-9387-8942e21a98bd,26.44,2025-02-15,BANK_TRANSFER
c7b155d2-7a4b-489a-b40d-50e3481d79c0,c43e2e90-caf8-4bb3-8e54-9bb91d5d90ea,04ecb696-f74e-4edc-9387-8942e21a98bd,18.44,2025-03-31,CARD
9ae99140-6681-437f-975d-3f0db3087493,9e846eb1-cd1e-40e1-bff1-fc6ac99674fb,04ecb696-f74e-4edc-9387-8942e21a98bd,29.11,2025-05-11,PAYPAL
a6e20fe9-df81-4a29-8a35-9a96b3721b05,aa2f327b-af45-4b4c-8477-383c6a6ad545,04ecb696-f74e-4edc-9387-8942e21a98bd,23.88,2025-01-21,CASH
a41d4bcb-a551-4fd9-8980-5aef40cdeac1,50f1cba7-81e3-4982-830d-74a6bbdc3953,04ecb696-f74e-4edc-9387-8942e21a98bd,19.67,2025-01-07,BANK_TRANSFER
46877d81-a115-4939-9ab2-faac81a807cb,be115b75-5091-4917-964d-ab8ad6abd0b6,8028db6c-ed24-43f3-b0e5-87711a70a467,23.85,2025-03-21,CASH
640d1e19-eef8-4b29-a36b-d737c76265fa,95fac4bc-1d12-47a9-9c34-4b303e36d41f,8028db6c-ed24-43f3-b0e5-87711a70a467,24.47,2025-01-04,CASH
